INFO 2026-02-06 09:44:28,371 autoreload 5970 130588273750144 Watching for file changes with StatReloader

Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 394, in profile
    serializer = UserSerializer(request.user, data = request.data, partial=True )
                                                     ^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 216, in data
    self._load_data_and_files()
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 279, in _load_data_and_files
    self._data, self._files = self._parse()
                              ^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 354, in _parse
    parsed = parser.parse(stream, media_type, self.parser_context)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/parsers.py", line 66, in parse
    raise ParseError('JSON parse error - %s' % str(exc))
rest_framework.exceptions.ParseError: JSON parse error - Expecting value: line 10 column 1 (char 9)
INFO 2026-04-30 09:04:02,018 middleware 20504 129433981667008 Response: GET /api/auth/profile/ [400] - 0.037s
WARNING 2026-04-30 09:04:02,018 log 20504 129433981667008 Bad Request: /api/auth/profile/
WARNING 2026-04-30 09:04:02,019 basehttp 20504 129433981667008 "GET /api/auth/profile/ HTTP/1.1" 400 164
INFO 2026-04-30 09:04:17,572 middleware 20504 129433981667008 Request: GET /api/auth/profile/ from 127.0.0.1
INFO 2026-04-30 09:04:17,597 middleware 20504 129433981667008 Response: GET /api/auth/profile/ [200] - 0.025s
INFO 2026-04-30 09:07:23,016 middleware 20504 129433972225728 Request: POST /api/auth/resend_otp/ from 127.0.0.1
ERROR 2026-04-30 09:07:23,042 exceptions 20504 129433972225728 Exception occurred: Invalid email
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 364, in resend_otp
    pending = PendingUserRegistration.objects.get(email=email)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/query.py", line 647, in get
    raise self.model.DoesNotExist(
apps.authentication.models.PendingUserRegistration.DoesNotExist: PendingUserRegistration matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 366, in resend_otp
    raise AuthenticationFailed('Invalid email')
rest_framework.exceptions.AuthenticationFailed: Invalid email
INFO 2026-04-30 09:07:23,045 middleware 20504 129433972225728 Response: POST /api/auth/resend_otp/ [401] - 0.029s
WARNING 2026-04-30 09:07:23,045 log 20504 129433972225728 Unauthorized: /api/auth/resend_otp/
WARNING 2026-04-30 09:07:23,046 basehttp 20504 129433972225728 "POST /api/auth/resend_otp/ HTTP/1.1" 401 68
INFO 2026-04-30 09:07:52,760 middleware 20504 129433972225728 Request: POST /api/auth/resend_otp/ from 127.0.0.1
ERROR 2026-04-30 09:07:52,779 exceptions 20504 129433972225728 Exception occurred: Invalid email
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 364, in resend_otp
    pending = PendingUserRegistration.objects.get(email=email)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/query.py", line 647, in get
    raise self.model.DoesNotExist(
apps.authentication.models.PendingUserRegistration.DoesNotExist: PendingUserRegistration matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 366, in resend_otp
    raise AuthenticationFailed('Invalid email')
rest_framework.exceptions.AuthenticationFailed: Invalid email
INFO 2026-04-30 09:07:52,781 middleware 20504 129433972225728 Response: POST /api/auth/resend_otp/ [401] - 0.021s
WARNING 2026-04-30 09:07:52,781 log 20504 129433972225728 Unauthorized: /api/auth/resend_otp/
WARNING 2026-04-30 09:07:52,781 basehttp 20504 129433972225728 "POST /api/auth/resend_otp/ HTTP/1.1" 401 68
INFO 2026-04-30 09:08:37,450 middleware 20504 129433972225728 Request: POST /api/auth/resend_otp/ from 127.0.0.1
ERROR 2026-04-30 09:08:37,469 exceptions 20504 129433972225728 Exception occurred: Invalid email
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 364, in resend_otp
    pending = PendingUserRegistration.objects.get(email=email)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/query.py", line 647, in get
    raise self.model.DoesNotExist(
apps.authentication.models.PendingUserRegistration.DoesNotExist: PendingUserRegistration matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 366, in resend_otp
    raise AuthenticationFailed('Invalid email')
rest_framework.exceptions.AuthenticationFailed: Invalid email
INFO 2026-04-30 09:08:37,470 middleware 20504 129433972225728 Response: POST /api/auth/resend_otp/ [401] - 0.020s
WARNING 2026-04-30 09:08:37,470 log 20504 129433972225728 Unauthorized: /api/auth/resend_otp/
WARNING 2026-04-30 09:08:37,471 basehttp 20504 129433972225728 "POST /api/auth/resend_otp/ HTTP/1.1" 401 68
INFO 2026-04-30 09:08:53,087 middleware 20504 129433972225728 Request: POST /api/auth/register/ from 127.0.0.1
INFO 2026-04-30 09:09:01,619 middleware 20504 129433972225728 Response: POST /api/auth/register/ [201] - 8.531s
INFO 2026-04-30 09:09:27,657 middleware 20504 129433972225728 Request: POST /api/auth/resend_otp/ from 127.0.0.1
INFO 2026-04-30 09:09:35,691 middleware 20504 129433972225728 Response: POST /api/auth/resend_otp/ [200] - 8.034s
INFO 2026-04-30 09:11:35,097 middleware 20504 129433963833024 Request: POST /api/auth/student_login/ from 127.0.0.1
ERROR 2026-04-30 09:11:36,068 exceptions 20504 129433963833024 Exception occurred: Invalid email or password
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 62, in student_login
    raise AuthenticationFailed('Invalid email or password')
rest_framework.exceptions.AuthenticationFailed: Invalid email or password
INFO 2026-04-30 09:11:36,068 middleware 20504 129433963833024 Response: POST /api/auth/student_login/ [401] - 0.971s
WARNING 2026-04-30 09:11:36,069 log 20504 129433963833024 Unauthorized: /api/auth/student_login/
WARNING 2026-04-30 09:11:36,069 basehttp 20504 129433963833024 "POST /api/auth/student_login/ HTTP/1.1" 401 92
INFO 2026-04-30 09:12:06,682 middleware 20504 129433963833024 Request: POST /api/auth/student_login/ from 127.0.0.1
INFO 2026-04-30 09:12:07,629 middleware 20504 129433963833024 Response: POST /api/auth/student_login/ [200] - 0.947s
INFO 2026-04-30 09:14:12,825 middleware 20504 129433955440320 Request: POST /api/auth/teacher_login/ from 127.0.0.1
ERROR 2026-04-30 09:14:13,637 exceptions 20504 129433955440320 Exception occurred: Invalid email or password
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 233, in teacher_login
    raise AuthenticationFailed('Invalid email or password')
rest_framework.exceptions.AuthenticationFailed: Invalid email or password
INFO 2026-04-30 09:14:13,638 middleware 20504 129433955440320 Response: POST /api/auth/teacher_login/ [401] - 0.812s
WARNING 2026-04-30 09:14:13,638 log 20504 129433955440320 Unauthorized: /api/auth/teacher_login/
WARNING 2026-04-30 09:14:13,639 basehttp 20504 129433955440320 "POST /api/auth/teacher_login/ HTTP/1.1" 401 92
INFO 2026-04-30 09:14:39,170 middleware 20504 129433604191936 Request: GET /admin/authentication/user/5/change/ from 127.0.0.1
INFO 2026-04-30 09:14:39,517 middleware 20504 129433604191936 Response: GET /admin/authentication/user/5/change/ [200] - 0.347s
INFO 2026-04-30 09:14:39,752 middleware 20504 129433604191936 Request: GET /admin/jsi18n/ from 127.0.0.1
INFO 2026-04-30 09:14:39,819 middleware 20504 129433604191936 Response: GET /admin/jsi18n/ [200] - 0.068s
INFO 2026-04-30 09:14:55,728 middleware 20504 129433955440320 Request: POST /api/auth/teacher_login/ from 127.0.0.1
INFO 2026-04-30 09:14:56,541 middleware 20504 129433955440320 Response: POST /api/auth/teacher_login/ [200] - 0.813s
INFO 2026-04-30 09:18:50,914 middleware 20504 129433604191936 Request: POST /api/auth/change_password/ from 127.0.0.1
INFO 2026-04-30 09:18:50,935 middleware 20504 129433604191936 Response: POST /api/auth/change_password/ [400] - 0.021s
WARNING 2026-04-30 09:18:50,935 log 20504 129433604191936 Bad Request: /api/auth/change_password/
WARNING 2026-04-30 09:18:50,937 basehttp 20504 129433604191936 "POST /api/auth/change_password/ HTTP/1.1" 400 27
INFO 2026-04-30 09:19:21,697 middleware 20504 129433604191936 Request: POST /api/auth/change_password/ from 127.0.0.1
INFO 2026-04-30 09:19:21,715 middleware 20504 129433604191936 Response: POST /api/auth/change_password/ [400] - 0.019s
WARNING 2026-04-30 09:19:21,716 log 20504 129433604191936 Bad Request: /api/auth/change_password/
WARNING 2026-04-30 09:19:21,716 basehttp 20504 129433604191936 "POST /api/auth/change_password/ HTTP/1.1" 400 27
INFO 2026-04-30 09:20:18,995 middleware 20504 129433604191936 Request: POST /api/auth/change_password/ from 127.0.0.1
INFO 2026-04-30 09:20:28,790 middleware 20504 129433604191936 Response: POST /api/auth/change_password/ [200] - 9.796s
INFO 2026-04-30 09:22:36,049 middleware 20504 129433587406528 Request: POST /api/auth/login/ from 127.0.0.1
INFO 2026-04-30 09:22:36,069 middleware 20504 129433587406528 Response: POST /api/auth/login/ [404] - 0.021s
WARNING 2026-04-30 09:22:36,070 log 20504 129433587406528 Not Found: /api/auth/login/
WARNING 2026-04-30 09:22:36,071 basehttp 20504 129433587406528 "POST /api/auth/login/ HTTP/1.1" 404 10716
INFO 2026-04-30 09:23:13,405 middleware 20504 129433587406528 Request: POST /api/auth/student_login/ from 127.0.0.1
INFO 2026-04-30 09:23:14,208 middleware 20504 129433587406528 Response: POST /api/auth/student_login/ [200] - 0.802s
INFO 2026-04-30 09:24:50,276 middleware 20504 129433595799232 Request: POST /api/auth/change_password_otp_logout/ from 127.0.0.1
INFO 2026-04-30 09:24:58,061 middleware 20504 129433595799232 Response: POST /api/auth/change_password_otp_logout/ [200] - 7.786s
INFO 2026-04-30 09:26:45,318 middleware 20504 129433579013824 Request: POST /api/auth/confirm_password_otp/ from 127.0.0.1
INFO 2026-04-30 09:26:45,383 middleware 20504 129433579013824 Response: POST /api/auth/confirm_password_otp/ [400] - 0.065s
WARNING 2026-04-30 09:26:45,384 log 20504 129433579013824 Bad Request: /api/auth/confirm_password_otp/
WARNING 2026-04-30 09:26:45,385 basehttp 20504 129433579013824 "POST /api/auth/confirm_password_otp/ HTTP/1.1" 400 33
INFO 2026-04-30 09:27:31,369 middleware 20504 129433579013824 Request: POST /api/auth/confirm_password_otp/ from 127.0.0.1
INFO 2026-04-30 09:27:39,843 middleware 20504 129433579013824 Response: POST /api/auth/confirm_password_otp/ [200] - 8.474s
INFO 2026-04-30 09:29:01,582 middleware 20504 129433570621120 Request: POST /api/auth/logout/ from 127.0.0.1
ERROR 2026-04-30 09:29:01,602 exceptions 20504 129433570621120 Exception occurred: JSON parse error - Expecting value: line 17 column 1 (char 16)
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/parsers.py", line 64, in parse
    return json.load(decoded_stream, parse_constant=parse_constant)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/utils/json.py", line 31, in load
    return json.load(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/json/__init__.py", line 293, in load
    return loads(fp.read(),
           ^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/json/__init__.py", line 359, in loads
    return cls(**kw).decode(s)
           ^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/json/decoder.py", line 337, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/json/decoder.py", line 355, in raw_decode
    raise JSONDecodeError("Expecting value", s, err.value) from None
json.decoder.JSONDecodeError: Expecting value: line 17 column 1 (char 16)

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/ace_backend/apps/authentication/views.py", line 195, in logout
    refresh_token = request.data.get('refresh')
                    ^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 216, in data
    self._load_data_and_files()
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 279, in _load_data_and_files
    self._data, self._files = self._parse()
                              ^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 354, in _parse
    parsed = parser.parse(stream, media_type, self.parser_context)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/parsers.py", line 66, in parse
    raise ParseError('JSON parse error - %s' % str(exc))
rest_framework.exceptions.ParseError: JSON parse error - Expecting value: line 17 column 1 (char 16)
INFO 2026-04-30 09:29:01,604 middleware 20504 129433570621120 Response: POST /api/auth/logout/ [400] - 0.021s
WARNING 2026-04-30 09:29:01,604 log 20504 129433570621120 Bad Request: /api/auth/logout/
WARNING 2026-04-30 09:29:01,605 basehttp 20504 129433570621120 "POST /api/auth/logout/ HTTP/1.1" 400 166
INFO 2026-04-30 09:30:09,285 middleware 20504 129433562228416 Request: POST /api/auth/logout/ from 127.0.0.1
INFO 2026-04-30 09:30:09,303 middleware 20504 129433562228416 Response: POST /api/auth/logout/ [400] - 0.018s
WARNING 2026-04-30 09:30:09,303 log 20504 129433562228416 Bad Request: /api/auth/logout/
WARNING 2026-04-30 09:30:09,304 basehttp 20504 129433562228416 "POST /api/auth/logout/ HTTP/1.1" 400 34
INFO 2026-04-30 09:32:32,331 middleware 24341 138904275515072 Request: POST /api/auth/student_login/ from 127.0.0.1
INFO 2026-04-30 09:32:33,481 middleware 24341 138904275515072 Response: POST /api/auth/student_login/ [200] - 1.150s
INFO 2026-04-30 09:33:05,584 middleware 24341 138904275515072 Request: POST /api/auth/logout/ from 127.0.0.1
INFO 2026-04-30 09:33:05,609 middleware 24341 138904275515072 Response: POST /api/auth/logout/ [400] - 0.025s
WARNING 2026-04-30 09:33:05,610 log 24341 138904275515072 Bad Request: /api/auth/logout/
WARNING 2026-04-30 09:33:05,610 basehttp 24341 138904275515072 "POST /api/auth/logout/ HTTP/1.1" 400 82
INFO 2026-04-30 09:35:38,223 middleware 24744 126971379971776 Request: POST /api/auth/logout/ from 127.0.0.1
INFO 2026-04-30 09:35:38,265 middleware 24744 126971379971776 Response: POST /api/auth/logout/ [400] - 0.042s
WARNING 2026-04-30 09:35:38,266 log 24744 126971379971776 Bad Request: /api/auth/logout/
WARNING 2026-04-30 09:35:38,267 basehttp 24744 126971379971776 "POST /api/auth/logout/ HTTP/1.1" 400 34
INFO 2026-04-30 09:36:06,167 middleware 24744 126971379971776 Request: POST /api/auth/logout/ from 127.0.0.1
INFO 2026-04-30 09:36:06,209 middleware 24744 126971379971776 Response: POST /api/auth/logout/ [200] - 0.042s
INFO 2026-04-30 09:40:30,130 middleware 24744 126971371579072 Request: POST /api/auth/teacher_login/ from 127.0.0.1
INFO 2026-04-30 09:40:31,202 middleware 24744 126971371579072 Response: POST /api/auth/teacher_login/ [200] - 1.072s
INFO 2026-04-30 09:41:47,243 middleware 24744 126971363186368 Request: POST /api/auth/delete_account/ from 127.0.0.1
INFO 2026-04-30 09:41:47,327 middleware 24744 126971363186368 Response: POST /api/auth/delete_account/ [204] - 0.084s
INFO 2026-04-30 09:49:26,612 middleware 24744 126971354793664 Request: POST /api/auth/change_password_otp/ from 127.0.0.1
ERROR 2026-04-30 09:49:26,638 exceptions 24744 126971354793664 Exception occurred: {'detail': ErrorDetail(string='User not found', code='authentication_failed'), 'code': ErrorDetail(string='user_not_found', code='authentication_failed')}
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework_simplejwt/authentication.py", line 130, in get_user
    user = self.user_model.objects.get(**{api_settings.USER_ID_FIELD: user_id})
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/django/db/models/query.py", line 647, in get
    raise self.model.DoesNotExist(
apps.authentication.models.User.DoesNotExist: User matching query does not exist.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 497, in dispatch
    self.initial(request, *args, **kwargs)
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 414, in initial
    self.perform_authentication(request)
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 324, in perform_authentication
    request.user
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 227, in user
    self._authenticate()
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/request.py", line 380, in _authenticate
    user_auth_tuple = authenticator.authenticate(self)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework_simplejwt/authentication.py", line 51, in authenticate
    return self.get_user(validated_token), validated_token
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework_simplejwt/authentication.py", line 132, in get_user
    raise AuthenticationFailed(_("User not found"), code="user_not_found")
rest_framework_simplejwt.exceptions.AuthenticationFailed: {'detail': ErrorDetail(string='User not found', code='authentication_failed'), 'code': ErrorDetail(string='user_not_found', code='authentication_failed')}
INFO 2026-04-30 09:49:26,644 middleware 24744 126971354793664 Response: POST /api/auth/change_password_otp/ [401] - 0.032s
WARNING 2026-04-30 09:49:26,647 log 24744 126971354793664 Unauthorized: /api/auth/change_password_otp/
WARNING 2026-04-30 09:49:26,648 basehttp 24744 126971354793664 "POST /api/auth/change_password_otp/ HTTP/1.1" 401 94
INFO 2026-04-30 09:49:35,869 middleware 24744 126971354793664 Request: POST /api/auth/change_password_otp/ from 127.0.0.1
INFO 2026-04-30 09:49:46,304 middleware 24744 126971354793664 Response: POST /api/auth/change_password_otp/ [200] - 10.434s
INFO 2026-04-30 09:51:31,207 middleware 24744 126971346400960 Request: POST /api/auth/confirm_password_otp from 127.0.0.1
INFO 2026-04-30 09:51:31,274 middleware 24744 126971346400960 Response: POST /api/auth/confirm_password_otp [404] - 0.067s
ERROR 2026-04-30 09:51:31,279 basehttp 24744 126971346400960 "POST /api/auth/confirm_password_otp HTTP/1.1" 500 59
INFO 2026-04-30 09:51:43,185 middleware 24744 126971346400960 Request: POST /api/auth/confirm_password_otp from 127.0.0.1
INFO 2026-04-30 09:51:43,199 middleware 24744 126971346400960 Response: POST /api/auth/confirm_password_otp [404] - 0.014s
ERROR 2026-04-30 09:51:43,203 basehttp 24744 126971346400960 "POST /api/auth/confirm_password_otp HTTP/1.1" 500 59
INFO 2026-04-30 09:52:00,500 middleware 24744 126971346400960 Request: POST /api/auth/confirm_password_otp/ from 127.0.0.1
INFO 2026-04-30 09:52:08,698 middleware 24744 126971346400960 Response: POST /api/auth/confirm_password_otp/ [200] - 8.198s
INFO 2026-04-30 09:53:37,805 middleware 24744 126971338008256 Request: POST /api/auth/profile/ from 127.0.0.1
ERROR 2026-04-30 09:53:37,823 exceptions 24744 126971338008256 Exception occurred: Method "POST" not allowed.
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 167, in http_method_not_allowed
    raise exceptions.MethodNotAllowed(request.method)
rest_framework.exceptions.MethodNotAllowed: Method "POST" not allowed.
INFO 2026-04-30 09:53:37,824 middleware 24744 126971338008256 Response: POST /api/auth/profile/ [405] - 0.020s
WARNING 2026-04-30 09:53:37,825 log 24744 126971338008256 Method Not Allowed: /api/auth/profile/
WARNING 2026-04-30 09:53:37,826 basehttp 24744 126971338008256 "POST /api/auth/profile/ HTTP/1.1" 405 98
INFO 2026-04-30 09:53:45,438 middleware 24744 126971338008256 Request: GET /api/auth/profile/ from 127.0.0.1
INFO 2026-04-30 09:53:45,464 middleware 24744 126971338008256 Response: GET /api/auth/profile/ [200] - 0.026s
INFO 2026-04-30 09:54:30,745 middleware 24744 126971338008256 Request: PUT /api/auth/profile/ from 127.0.0.1
INFO 2026-04-30 09:54:30,797 middleware 24744 126971338008256 Response: PUT /api/auth/profile/ [200] - 0.052s
INFO 2026-04-30 17:46:35,239 middleware 32945 125448839227072 Request: GET /admin/authentication/user/ from 127.0.0.1
INFO 2026-04-30 17:46:35,387 middleware 32945 125448839227072 Response: GET /admin/authentication/user/ [200] - 0.148s
INFO 2026-04-30 17:46:35,494 middleware 32945 125448830834368 Request: GET /admin/jsi18n/ from 127.0.0.1
INFO 2026-04-30 17:46:35,544 middleware 32945 125448830834368 Response: GET /admin/jsi18n/ [200] - 0.049s
INFO 2026-04-30 17:48:16,960 middleware 32945 125448604346048 Request: PUT /api/auth/register/ from 127.0.0.1
ERROR 2026-04-30 17:48:16,964 exceptions 32945 125448604346048 Exception occurred: Authentication credentials were not provided.
Traceback (most recent call last):
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 497, in dispatch
    self.initial(request, *args, **kwargs)
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 415, in initial
    self.check_permissions(request)
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 333, in check_permissions
    self.permission_denied(
  File "/home/salman/FYP/Backend/env/lib/python3.12/site-packages/rest_framework/views.py", line 174, in permission_denied
    raise exceptions.NotAuthenticated()
rest_framework.exceptions.NotAuthenticated: Authentication credentials were not provided.
INFO 2026-04-30 17:48:16,968 middleware 32945 125448604346048 Response: PUT /api/auth/register/ [401] - 0.007s
WARNING 2026-04-30 17:48:16,968 log 32945 125448604346048 Unauthorized: /api/auth/register/
WARNING 2026-04-30 17:48:16,969 basehttp 32945 125448604346048 "PUT /api/auth/register/ HTTP/1.1" 401 132
INFO 2026-04-30 17:48:30,122 middleware 32945 125448604346048 Request: POST /api/auth/register/ from 127.0.0.1
INFO 2026-04-30 17:48:39,948 middleware 32945 125448604346048 Response: POST /api/auth/register/ [201] - 9.826s
INFO 2026-04-30 17:51:18,462 middleware 32945 125448595953344 Request: POST /api/auth/verity_otp/ from 127.0.0.1
INFO 2026-04-30 17:51:18,485 middleware 32945 125448595953344 Response: POST /api/auth/verity_otp/ [404] - 0.023s
WARNING 2026-04-30 17:51:18,486 log 32945 125448595953344 Not Found: /api/auth/verity_otp/
WARNING 2026-04-30 17:51:18,486 basehttp 32945 125448595953344 "POST /api/auth/verity_otp/ HTTP/1.1" 404 10731
INFO 2026-04-30 17:51:50,215 middleware 32945 125448595953344 Request: POST /api/auth/verify_otp/ from 127.0.0.1
INFO 2026-04-30 17:51:50,285 middleware 32945 125448595953344 Response: POST /api/auth/verify_otp/ [201] - 0.070s
INFO 2026-04-30 17:53:12,852 middleware 32945 125448830834368 Request: POST /api/auth/login_teacher/ from 127.0.0.1
INFO 2026-04-30 17:53:12,866 middleware 32945 125448830834368 Response: POST /api/auth/login_teacher/ [404] - 0.014s
WARNING 2026-04-30 17:53:12,866 log 32945 125448830834368 Not Found: /api/auth/login_teacher/
WARNING 2026-04-30 17:53:12,867 basehttp 32945 125448830834368 "POST /api/auth/login_teacher/ HTTP/1.1" 404 10740
INFO 2026-04-30 17:53:32,349 middleware 32945 125448830834368 Request: POST /api/auth/teacher_login/ from 127.0.0.1
INFO 2026-04-30 17:53:33,199 middleware 32945 125448830834368 Response: POST /api/auth/teacher_login/ [200] - 0.850s
INFO 2026-04-30 18:00:57,543 middleware 32945 125448839227072 Request: GET /api/classes/ from 127.0.0.1
ERROR 2026-04-30 18:00:57,546 exceptions 32945 125448839227072 Exception occurred: {'detail': ErrorDetail(string='Given token not valid for any token type', code='token_not_valid'), 'code': ErrorDetail(string='token_not_valid', code='token_not_valid'), 'messages': [{'token_class': ErrorDetail(string='AccessToken', code='token_not_valid'), 'token_type': ErrorDetail(string='access', code='token_not_valid'), 'message': ErrorDetail(string='Token has wrong type', code='token_not_valid')}]}
